Accession	BSF	PCF
Tb927.7.4890	45.7505	45.5661
Tb09.211.4870	27.0938	58.9242
Tb09.244.0140	0	0
Tb09.160.1280	48.5598	65.8741
Tb927.6.3950	102.3517	109.0832
Tb927.10.9570	186.7251	127.4616
Tb927.10.13930	75.2592	53.8661
Tb927.5.445	2.6273	11.3105
Tb927.8.6880	26.5941	39.8875
Tb927.1.3260	34.7267	36.7898
Tb927.8.4890	239.85	70.9713
Tb927.10.1540	28.5531	72.8987
Tb927.10.6010	46.5268	51.2756
Tb11.0990	0.657	0
Tb927.7.3690	36.7463	14.0163
Tb11.01.3750	26.0257	32.8594
Tb927.4.5110	85.5008	89.8392
Tb927.1.2740	52.8497	39.7166
Tb927.6.2350	0	0
Tb927.4.830	22.9479	31.0302
Tb09.142.0190	0	0
Tb927.10.13730	77.4761	87.1711
Tb927.6.3230	43.1911	31.5951
Tb927.5.3470	56.4492	99.6252
Tb927.7.4020	19.5849	33.2933
Tb927.3.430	1.5299	0
Tb11.30.0012	0.1552	0
Tb927.1.1920	22.3735	20.3278
Tb927.6.140	24.2859	21.1069
Tb927_10_v4.snoRNA.0066:snoRNA	0	0
tmp.1.100	11.6035	32.0708
Tb927.7.7290	36.078	43.9627
Tb927.4.3420	44.0454	44.1817
Tb927.6.350	37.8571	5.0615
Tb927.4.560	51.1239	30.1042
Tb09.160.2650	16.9415	25.0207
Tb927.5.5230	9.0308	0
Tb927.2.3310	6.3681	0
Tb927.2.5820	29.7765	44.5345
Tb927.3.3210	21.8691	33.8355
Tb11.02.0750	302.6887	376.8031
Tb927.6.1840	53.8865	68.8524
Tb927.8.7840	25.6712	27.6991
Tb927.8.7380	15.9873	26.4347
Tb927.8.6260	38.7893	42.4293
Tb11.14.0031	0	0
Tb11.01.6800	100.6119	111.3737
Tb927.7.1310	29.8158	31.4626
Tb927.10.1090	28.2919	42.7766
Tb11.01.0290	93.3129	62.3981
Tb927.10.6290	65.7059	82.6271
Tb927.10.5370	37.6512	103.583
Tb927.5.2270	40.5318	38.7989
Tb11.01.1830	79.2985	84.0088
Tb09.160.0740	114.451	187.5191
Tb927.10.3360	49.6866	17.0282
Tb11.02.0440	54.5555	44.9333
Tb927.8.2260	0	0
Tb927_09_v4.snoRNA.0077	0	0
Tb11.01.1770	64.5838	61.3342
Tb927.4.1780	57.7699	39.9095
Tb10.v4.0215	18.1236	8.2594
Tb927.5.4850	0	0
Tb927.1.1490	19.1091	21.5166
Tb11.1790	0	0
Tb11.01.4790	42.0597	50.9702
Tb11.01.2500	38.2309	48.1498
Tb927.1.1210	52.0321	88.5679
Tb927.4.2300	38.069	43.2008
Tb927_10_v4.snoRNA.0040:snoRNA	1.6438	3.9221
Tb11.02.2610	74.6928	59.6525
Tb09.211.1210	58.9533	75.249
Tb927.10.2500	52.6864	61.8662
Tb927.10.15670	54.6594	35.5659
Tb09.160.0180	0	0
Tb09.244.0470	0	0
Tb927.8.4120	0	0
Tb927.10.7880	60.4232	50.0319
Tb927.5.460b	1.4446	5.623
Tb11.01.6260	27.982	18.6296
Tb927.10.470	38.8473	82.8468
Tb11.18.0017	82.5429	90.8276
Tb09.211.1540	63.0926	60.157
Tb11.1310	0	0
Tb927.2.1389	0	0
Tb927.3.5350	105.4568	128.1645
Tb927.7.1060	61.4247	62.243
Tb11.1530	0	0
Tb09.211.4010	28.3518	24.1092
Tb09_snoRNA_0120	0	0
Tb11.03.0330	16.4264	28.4898
Tb927.4.2810	46.6847	26.1814
Tb11_snoRNA_0029	0	0
Tb10.v4.0244	0	0
Tb927.6.490	0	0
Tb927.1.640	15.8914	17.3481
Tb09.160.4840	29.6512	97.0889
Tb09.v4.0040	0	0
Tb11.16.0001	0	0
Tb927.7.7140	59.3524	44.6011
Tb927.3.3444	0	0
Tb11_snoRNA_0007	0	0
Tb09.v4.0098	0	0
Tb927.1.1000	72.0401	81.1918
Tb927_06_v4.snoRNA.0027	0	3.688
Tb927_10_v4.snoRNA.0048:snoRNA	0	0
Tb11.1180	0	0
Tb09_SLRNA_0021	0	0
Tb927.6.1240	42.6454	55.1051
Tb11.02.4450	26.7493	9.5108
Tb927.8.4140	63.4591	40.5286
Tb927.10.8760	47.6063	50.0971
Tb927.4.2230	37.7878	32.8341
Tb11.02.1770	54.6421	53.2806
Tb927.5.470b	1.7517	3.342
Tb927.4.1213	25.7931	9.8896
Tb927.5.150	0	0
Tb09.211.1320	33.987	35.498
Tb09_snoRNA_0093	3.6341	0
Tb927.8.6240	245.8857	236.886
Tb927.8.3480	22.69	16.092
Tb927.4.280	0	0
Tb11.01.6530	114.4803	89.6758
Tb09.160.4000	16.8482	16.6693
Tb10.v4.0234	0.2312	0
Tb08.27P2.400	6.2348	0
Tb927.10.10640	29.4793	34.4615
Tb927.5.730	25.4793	20.2701
Tb927.10.4560	18.704	35.9819
Tb11.1550	0	0
Tb11.01.6960	31.9107	27.185
Tb927.8.3940	14.9572	9.6858
Tb11.01.7060	40.9063	26.5287
Tb927.7.3000	39.8788	42.0154
Tb11.02.3560	59.6796	44.6601
Tb11.02.4040	53.7899	99.2264
Tb927.3.2620	19.5282	22.3314
Tb927.7.1710	35.9607	33.3722
Tb11.1650	0	0
Tb927.6.4570	75.3032	153.6733
Tb927.10.3970	35.8355	33.3591
Tb927.1.4610	0	0
Tb927.5.2310	25.5572	31.7283
Tb927.7.1400	21.4939	17.9055
Tb09.211.4210	39.4943	30.6678
Tb927.10.11740	14.4774	28.704
Tb927.6.500	0	0
Tb11.0210	0	0
Tb927.7.2790	38.812	36.6285
Tb10.v4.0224	0	0
Tb11.03.0520	42.9073	45.7274
Tb927.5.4160	29.5786	51.115
Tb09.211.3680	79.04	170.5265
Tb927.10.3430	33.2481	51.6484
Tb09.v1.0380	177.5003	300.2321
Tb927.3.2840	119.8637	94.0063
Tb11.02.1760	36.4212	28.0333
Tb927.5.3420	41.6646	50.7876
Tb927.4.3920	33.3554	37.7171
Tb927.4.4370	25.8744	30.9107
Tb927.2.5660	106.9541	65.7958
Tb11.01.0550	7.301	1.9569
Tb09.211.4070	95.5231	237.177
Tb927.10.16370	0	0
Tb927.8.4910	84.6279	55.5307
Tb927.10.6600	82.2211	73.3847
Tb927.3.3170	40.1833	41.572
Tb927.1.4360	3.5988	8.4166
Tb927.8.4850	37.0768	29.6093
Tb927.3.3560	96.2414	74.0574
Tb927.10.8730	41.8012	96.4012
Tb09.v4.0176	0	0
Tb05.5K5.220	0.9761	0.2903
Tb11.0550	0	0
Tb927.7.4080	23.5282	30.8551
Tb927.10.9500	32.2266	1.9171
Tb927.3.900	59.1792	33.261
Tb927.3.2270	55.3584	61.455
Tb927.7.1100	61.3128	60.2284
Tb927.7.2440	107.2699	97.3388
Tb927.3.460	0	0
Tb927.6.4980	681.0432	884.1313
Tb927.10.13910	47.429	99.1173
Tb927.10.7850	63.9955	48.9659
Tb11.01.2060	11.9067	11.9379
Tb11.01.7000	50.0111	44.6869
Tb927.6.220	5.7291	5.8817
Tb927.7.2060	43.4117	42.6256
Tb927.7.2830	0	0
Tb09.211.2180	35.5629	32.3316
Tb927.8.8050	41.2947	55.1188
Tb927.7.5950	10.2655	30.4927
Tb05.5K5.140	3.4103	2.6673
Tb11.01.2330	120.8918	181.7966
Tb927.3.3455	0	0
Tb05.5K5.10	0	0
Tb10.v4.0231	0.1679	0
Tb927.5.3980	32.8836	37.2263
Tb927_11_01_v4.snoRNA.0040	1.6438	0.1777
Tb927.10.520	135.8537	432.7449
Tb11.02.0590	60.2187	57.7628
Tb927.7.7420	1.1774	4.4101
Tb927.4.5620	0	0
Tb927.5.3370	42.1237	32.7695
Tb927.10.4260	147.0608	77.278
Tb927.2.4460	61.0882	70.2712
Tb927.10.5060	62.2656	47.429
Tb09.160.4810	67.5344	67.693
Tb11.02.0290	109.3129	141.3956
Tb09.244.0640	0.4917	0
Tb11.01.2200	51.1778	36.0258
Tb927.1.1120	48.2473	51.8728
Tb927.3.2060	19.337	18.9584
Tb927.10.16110	53.4387	67.2551
tmp.1.90	0	0
Tb11.01.3190	34.4415	56.7566
Tb927.3.3230	30.8319	32.5183
Tb927.8.5120	298.107	364.4718
Tb09.354.0230	0	0
Tb927.7.4710	58.0984	77.3857
Tb09_snoRNA_0025	0	0
Tb927.10.5660	32.5751	51.8172
Tb11.57.0049	0	0
Tb927.1.950	12.2712	5.7767
Tb11.47.0004	124.0602	246.5128
Tb09.v1.0550	0	0
Tb927_11_01_v4.snoRNA.0006	77.1776	208.3343
Tb09.211.4500	62.4795	47.9658
Tb10.v4.0164	0	0
Tb08.27P2.630	0	0
Tb11.02.5710	46.2243	53.4577
Tb927_10_v4.snoRNA.0008:snoRNA	0	0
Tb927.2.5950	58.187	34.1561
Tb11.01.6230	205.3911	0.1496
Tb927.10.9160	39.8268	34.0373
Tb09.v1.0570	55.1632	10.8019
Tb927.4.3950	47.0725	207.545
Tb11.18.0002	53.9091	43.7671
Tb927.7.4250	0	0
Tb927.10.14590	49.1588	34.9365
Tb927.7.3740	63.0966	76.2875
Tb927.4.3830	44.5571	52.4171
Tb11.14.0003	0	0
tryp_X-68d04.q1c.snoRNA.0001	0	0
Tb927.3.4600	29.2021	28.1823
Tb927.3.3250	49.0262	45.481
Tb11.30.0007	0	0
Tb927_09_v4.snoRNA.0048	0	0
Tb09.244.1190	0	0
Tb11.24.0002	0	0
Tb11.01.2870	1.5912	0
Tb927.5.320	0	0
Tb11.06.0003	0	0
Tb927_09_v4.snoRNA.0090	0	0
Tb927_06_v4.snoRNA.0016	0	0
Tb927.8.1130	25.7431	17.4826
Tb09.211.2770	48.6198	22.3952
Tb927.6.810	0.7662	0.2299
Tb11.01.2490	25.7611	34.7553
Tb927.5.5100	0	0
Tb927.6.3870	102.9194	91.8112
Tb927.10.7450	47.4164	45.8023
Tb11.02.3830	48.086	32.972
Tb927.10.6780	50.2816	53.1001
Tb927.10.3450	39.6376	34.4807
Tb927.5.3710	102.4823	65.1726
Tb927.10.16510	0	0
Tb927_09_v4.snoRNA.0099	0	0
Tb927.8.8260	23.4223	13.8619
Tb11.01.5030	25.2121	14.1392
Tb927.10.3950	42.6821	60.4927
Tb927.10.13340	27.7042	41.3434
Tb927.3.590	17.6132	28.0786
Tb927.8.6220	37.7732	51.9435
Tb927.8.2250	30.0017	27.1321
Tb927.6.5500	0	0
Tb927.3.4460	55.6669	31.9005
Tb927.8.1609	0	0
Tb09.v4.0086	0	0
Tb11.02.1730	58.0331	36.1405
Tb927.5.2160	25.7132	58.106
Tb927_10_v4.snoRNA.0078:snoRNA	156.742	174.9799
Tb927.4.1440	59.6996	37.6684
Tb927.2.1975	447.7866	1668.9263
Tb927.5.2500	27.3457	21.1412
Tb11.v4.0071	0	0
Tb927.1.2780	5.2054	3.1862
Tb927.3.3425	0	0
Tb11.01.4880	92.2801	53.1591
Tb927.5.740	84.8331	177.9191
Tb11.01.0040	9.2933	5.7747
Tb927.6.3470	48.8237	37.7336
Tb11.01.5060	40.5824	29.472
Tb927.8.2690	27.8754	38.0466
Tb11_snoRNA_0012	0	0
Tb09.211.1360	343.4385	424.5658
Tb927.8.3600	49.6739	81.0003
Tb927.4.2320	110.7589	167.9313
Tb927.4.4980	79.2579	17.6034
Tb09.211.1640	55.4217	55.8759
Tb11.01.5560	57.8518	68.9718
Tb927.6.1640	8.3698	10.0873
Tb927.6.1856	0	0
Tb927.2.2430	37.2621	55.3783
Tb11.29.0001	0	0
Tb927.8.3170	43.2778	35.7039
Tb11.01.0670	26.9652	33.6927
Tb08.27P2.640	0	0
Tb927_09_v4.snoRNA.0075	0	0
Tb11.57.0015	0	0
Tb927.7.6660	45.0222	105.0025
Tb927.10.9630	42.7167	19.3812
Tb10.v4.0145	0	0
Tb11.01.4520	170.2886	181.0718
Tb927.3.1430	51.9808	42.7224
Tb927.7.1440	50.6021	36.1274
Tb09.244.0240	0	0
Tb927.6.4870	0	0.2066
Tb11.02.0920	111.7644	79.064
Tb927.10.1430	100.5373	62.2883
Tb11.14.0026	0	0
Tb11.01.4025	75.0939	118.5892
Tb927_10_v4.snoRNA.0076:snoRNA	0	0
Tb927.10.1350	49.9438	75.7782
Tb11.02.0810	40.6584	57.721
Tb11.47.0026	112.2768	12.1774
Tb11.01.0400	31.4936	35.7142
Tb11.57.0040	0	0
Tb11.01.1690	56.0407	123.5965
Tb11.02.4280	32.9189	48.8973
Tb927.6.1888	0	0
Tb09.244.1100	0	0
Tb927.10.11180	29.402	30.2449
Tb927.10.7460	51.5783	64.9035
Tb927.5.790	20.9169	26.4594
Tb09.354.0140	0	0
Tb09.160.3130	6.9272	11.8926
Tb927.2.5860	4.6323	10.0084
Tb11.03.0420	7.3323	2.6371
Tb927.10.2970	132.518	452.9664
Tb927.4.1070	41.9304	53.2751
Tb927.1.1390	45.8838	58.6003
Tb11.01.7210	21.5113	20.6422
Tb927.2.5250	110.3257	125.4292
Tb927.10.880	96.7378	96.5227
Tb927.1.4480	32.9396	52.5524
Tb11.0880	0	0
Tb11.01.0700	347.5211	253.8511
Tb09.160.3420	11.3956	3.5281
Tb11.01.2650	61.2442	63.9487
Tb927.10.16430	0	0
Tb927.10.8100	48.4965	43.7321
Tb09.211.1110	6.9465	14.4577
Tb927.10.4500	2.7706	1.4338
Tb927.4.3240	0	0
tryp_IXb-6d06.q1c.snoRNA.0032	0	0
Tb927.2.4980	54.4182	82.0732
Tb927.2.5384	2.1036	0.9808
Tb927.3.1520	0	0
Tb927.5.4000	0	0
Tb927.1.1240	112.3008	231.0179
Tb927.10.5760	53.1209	101.1353
Tb927_08_v4.snoRNA.0026	0	0
Tb927.10.2590	23.3144	20.1521
Tb927.5.360	0	0
Tb927.6.2120	47.6176	29.2998
Tb09.211.3880	155.9737	80.1272
Tb10.v4.0247	0	0
Tb11.01.2250	23.8074	52.4892
Tb10.v4.0143	0	0
Tb927.8.1330	15.8314	23.3205
Tb927.7.6960	95.5744	46.3322
Tb11.02.5240	44.9089	38.7227
Tb09.v4.0112	0.3718	0
Tb11.01.6120	90.8754	92.8133
Tb11.09.0004	0.2218	0
Tb09.160.5490	41.0049	41.841
Tb11.02.0660	32.2819	36.8378
Tb927.8.6420	53.1149	61.037
Tb927.3.740	107.7031	139.0426
Tb927.10.4240	120.2895	211.9503
Tb11.51.0003	0	0
Tb09.211.3730	23.2604	31.2361
Tb927.10.16200	0.0493	0.0713
Tb09.211.0220	81.3548	87.9968
Tb927.7.930	91.5091	107.9197
Tb927.8.5040	47.8868	87.1711
Tb09.211.1950	218.0535	166.2228
Tb11.01.8390	30.1236	39.3755
Tb927.2.5480	0	0
Tb09.244.1000	0	0
Tb09.v1.0770	11.8261	10.5458
Tb927.5.3820	101.6647	149.13
Tb09.160.0640	0.557	1.626
Tb927.8.7150	32.2666	25.7668
Tb11.1690	0	0
Tb927.2.3730	21.4033	17.9288
Tb927.10.3680	76.336	38.3781
Tb927.10.1200	63.7029	23.0343
Tb927.6.1870	93.6654	102.8534
Tb10.v4.0202	0	0
Tb927.10.310	69.8805	82.0045
Tb927.4.120	46.6607	9.3982
Tb927.8.5340	0	0.4207
Tb11.0580	0	0
Tb09.160.1190	0.607	0
Tb11.01.8580	31.7075	56.5939
Tb11.01.5860	251.962	365.6326
Tb927.10.8860	42.0597	22.5881
Tb927.10.4060	63.7776	50.2385
Tb09.v1.0640	0	0
Tb927.10.5240	39.4577	47.3233
Tb927.7.5690	44.8476	38.7138
Tb09.211.3240	51.8901	41.0427
Tb09.354.0240	0	0
Tb927.6.2840	74.7721	110.1155
Tb11.01.2280	108.2061	92.2121
Tb09.211.0190	46.183	42.1012
Tb09.160.4870	11.4862	21.3972
Tb11.02.1100	6.1329	21.6786
Tb927.7.4430	50.9759	59.4047
Tb11.02.3880	23.3417	27.929
Tb927.6.610	47.5243	41.48
Tb11.12.0003	7.5529	2.5609
Tb927.7.2380	28.7536	34.2824
Tb11.1260	0	0
Tb927.4.2410	14.5234	51.0773
Tb927_09_v4.snoRNA.0002	0	0
Tb927.10.5870	33.7285	54.6377
Tb927.10.4980	90.5349	83.8723
Tb11.01.2230	66.4402	54.5807
Tb11.01.7800	1457.655	1054.9016
Tb927.2.2400	25.0295	13.7493
Tb11.01.1410	46.3043	39.9754
Tb09.160.2550	32.5271	6.6828
Tb927.4.1590	59.6856	60.9629
Tb927.8.3620	29.4473	65.4718
Tb927.8.1385	0	0
Tb927.10.7820	131.5612	74.1542
Tb11.02.3570	182.5225	297.2091
Tb09.v4.0132	9.4506	0
Tb927.4.1600	85.5534	88.0916
Tb927.1.1810	44.793	15.3054
Tb927.8.7160	16.661	15.9444
Tb11.02.1690	38.8773	34.1272
Tb11.01.2940	40.0953	43.719
Tb927_06_v4.snoRNA.0007	0	0
Tb927.8.1870	322.8334	256.0284
Tb927_08_v4.snoRNA.0012	0	0
Tb927.7.1340	0.0219	0
Tb11.01.5990	72.8617	84.8916
Tb927.7.7010	51.9994	61.0068
Tb927.7.4060	244.4504	238.6782
Tb09_snoRNA_0017	0	0
Tb927_10_v4.snoRNA.0064:snoRNA	0	0
Tb927.8.130	0	0
Tb927.10.7250	81.1523	70.6604
Tb11.01.4760	92.1068	45.8798
Tb11.02.1330	44.4492	45.748
Tb927.8.1700	53.1648	44.8976
Tb927.8.1430	43.6576	56.4635
Tb927_11_01_v4.snoRNA.0036	0	0
Tb11.01.4640	34.9366	45.5277
Tb927.3.5330	48.899	48.8032
Tb927.1.3120	25.5306	27.0847
Tb927.8.5720	63.3444	68.4103
Tb927.3.1460	0	0
Tb927.6.3400	0.3491	0.3198
Tb09.211.3250	30.5461	14.8084
Tb927.10.2750	49.1642	55.6652
Tb927.3.330	0	0
Tb11.02.2950	171.8058	459.4852
Tb10.v4.0135	0	0
Tb927.10.7800	64.326	54.3075
Tb927.10.15470	41.3587	42.2
Tb927.2.6070	84.9444	66.0573
Tb09.160.2540	0	0
Tb927.10.16310	0	0
Tb927.10.730	61.4534	53.3939
Tb927.10.100	4.9275	2.8197
Tb927.2.6390	0	0
Tb927.10.9060	36.2219	33.3591
Tb927.10.3890	44.6744	45.5524
cMDH	178.6398	104.6586
Tb11.01.2695	57.9738	66.4671
Tb10.v4.0103	0.2458	0
Tb09.v4.0203	0	0
Tb09.244.2610	98.375	35.7046
Tb11.01.1450	34.0424	37.1879
Tb09.v1.0050	0	0
Tb927.7.1500	61.9405	80.2034
Tb927.6.5830	0	0
Tb11.01.7370	45.5193	52.5187
Tb09.160.3710	206.5785	302.0407
Tb927.10.11580	27.4037	38.1887
Tb927.1.960	15.3616	5.2969
Tb09.211.1610	30.0224	40.7346
Tb11.12.0013	62.9946	25.5746
Tb09.211.1195	32.2126	46.1317
Tb927.8.7230	45.6159	65.6826
Tb927.1.4960	7.0798	0
Tb927.4.3390	31.9327	30.1921
Tb11.02.0360	109.5341	61.8113
Tb927.7.3990	22.3941	33.0825
Tb09.160.5380	2.7966	0
Tb927.10.8600	41.0682	30.7652
Tb09.142.0120	0	0
Tb927.10.13610	20.2565	28.5955
Tb927.10.13820	67.1252	70.1442
Tb09.211.1070	111.8523	167.4981
Tb927.2.1550	0	0
Tb09.160.2270	25.3947	14.4474
Tb927.10.5690	55.4324	1.6878
Tb927_10_v4.snoRNA.0068:snoRNA	0	0
Tb11.01.2220	52.9283	62.4736
Tb927.6.120	6.2082	2.261
Tb927.7.640	49.2981	96.3696
Tb11.02.0430	55.4544	50.0937
Tb09.v4.0034	0	0
Tb09.354.0050	0.3151	0
Tb927.4.460	47.0479	31.7605
Tb927.2.1080	16.3785	16.2505
Tb927.8.1890	122.8082	444.6932
Tb927.2.1250	51.5283	12.8954
Tb927.10.13920	73.4761	121.9059
Tb927.6.980	0	0
Tb09.211.3520	111.8623	167.8125
Tb927.4.2980	23.6688	18.0592
Tb927.1.2420	35.6169	31.5484
Tb927.10.3910	77.9638	46.0775
Tb11.0930	0	0
Tb11.47.0013	35.3983	33.7724
Tb09.211.2140	443.2555	461.0385
Tb09.160.1740	48.4512	38.6644
Tb927.7.5880	122.1365	120.8097
Tb927_10_v4.snoRNA.0023:snoRNA	0	0
Tb11.01.3110	1659.2421	3575.4746
Tb09.160.2770	75.2292	134.3201
Tb09.v4.0075	0	0
Tb927.10.16400	0	0
Tb927.10.11570	30.8226	25.3447
Tb927.5.710	28.0007	28.553
Tb11.02.5230	50.7341	49.8617
Tb927_06_v4.snoRNA.0014	0	0
Tb09.211.2490	1.0334	0
Tb927.10.7480	58.287	61.7062
Tb927.4.820	26.3622	30.1351
Tb09.354.0170	3.6421	0
Tb927.10.5680	59.4517	5.8083
Tb09.211.2320	22.0337	12.4692
Tb11.01.2990	35.8201	30.1221
Tb10.v4.0210	0	0
Tb927.6.5390	0	0
Tb927.3.990	53.3388	52.4171
Tb927.6.3010	34.115	32.762
Tb09.244.2700	74.2344	124.3989
Tb927.8.1652	0	0
Tb927.5.620	45.9478	32.4641
Tb927.8.6130	71.5071	57.1561
Tb927.10.11210	43.4317	68.6643
Tb09.160.0760	40.3339	38.6973
Tb10.v4.0051	0	0
Tb927.6.4160	80.3253	81.8398
Tb09.v4.0146	0	0
Tb927.3.630	50.2423	70.2334
Tb927.10.5440	38.9446	33.7758
Tb09.244.0980	0	0
Tb927.8.6300	61.2641	68.2298
Tb09.211.3000	63.8209	91.3973
Tb09.244.2850	86.0405	94.0049
Tb927.8.7280	31.4243	24.7118
Tb927.10.12190	54.173	41.6358
Tb09.160.5260	35.3997	70.3858
Tb927.7.4070	94.9614	369.823
Tb11.03.0290	66.912	54.9582
Tb927.8.2666	2.5334	2.32
Tb927.5.2420	31.9607	46.7543
Tb11.01.6090	72.4113	75.6478
Tb11.v4.0062	0	0
Tb927.10.14610	39.491	36.4885
Tb927.4.2490	29.1108	23.9822
Tb05.5K5.280	5.9443	0.2532
Tb11_snoRNA_0010	0	0
Tb927.10.2020	104.5886	38.836
Tb09.211.1510	35.2224	38.7817
Tb927.8.5400	32.6584	43.1617
Tb927.1.2490	2.3928	0
Tb09.211.5010	3.1504	12.5062
Tb927.4.3300	38.9486	43.7396
Tb927.5.3560	113.4202	83.4872
Tb11.01.4570	34.5021	32.9082
Tb927.5.1790	108.1428	156.1739
Tb09.160.0790	64.196	67.7644
Tb927.7.1840	0	0
Tb927.10.6820	34.6294	29.8626
Tb927.6.1540	133.9447	86.2204
Tb927.4.2730	39.9601	26.3908
Tb927.1.1570	10.4967	12.5618
Tb927.7.1320	0.0219	0.0453
Tb11.01.6580	31.2377	25.887
Tb927.6.1866	0	0
Tb11.03.0780	40.4352	51.6271
Tb927.1.1170	70.6368	80.4032
Tb11.0845	0	0
Tb927.10.14350	37.5233	33.8513
Tb927.4.5550	0	0
Tb11.01.8330	49.0815	48.6598
Tb927.1.2210	59.5863	111.6331
Tb11.01.5910	133.4696	104.813
Tb927.5.2710	22.4588	19.9091
Tb09.v1.0980	0	0
Tb927.8.6280	43.369	43.3189
Tb927.7.6380	59.7229	62.219
Tb927.6.820	16.0693	34.5555
Tb11.01.5320	59.8469	40.2623
Tb11.38.0002	0	0
Tb927.10.7130	30.4994	36.9737
Tb927.1.900	4.9975	2.3172
Tb927.7.7310	23.4223	23.4948
Tb927.7.5120	54.3103	60.0527
Tb927.10.2060	22.0277	38.488
Tb11.15.0009	0	0
Tb927.8.1580	63.2492	76.5586
Tb927.6.580	37.0275	35.7231
Tb05.5K5.60	0	0
Tb927.6.730	47.7222	48.2555
Tb927.4.430	134.1299	91.9945
Tb11.01.8740	77.9485	82.3457
Tb927.10.1580	60.4152	95.5171
Tb927.2.1540	0	0
Tb927.2.1931	0	0
Tb927.10.3630	28.3752	33.1162
Tb927.1.3610	19.5402	10.2782
Tb09.244.2470	7.173	1.3789
Tb11.01.8715	39.5116	102.9213
Tb09.160.5450	12.5077	4.1561
Tb927.8.1570	76.0501	122.4193
Tb09.211.0930	202.9184	428.1454
Tb11.01.8290	34.2289	27.9537
Tb09.160.0570	17.4093	24.2314
Tb927.2.1780	38.4148	53.4303
Tb927.3.660	28.4418	35.3648
Tb927.10.10420	63.0566	109.8938
Tb927_09_v4.snoRNA.0044	0	0
Tb09.160.0930	29.0762	29.8406
Tb927.3.830	47.9294	63.8389
Tb927.4.5080	48.0994	42.9839
Tb927.6.4430	103.5365	94.2012
Tb927.10.12260	127.3646	564.7794
PUF11	53.2441	11.6311
Tb927.5.2900	26.6793	29.6244
Tb09.244.2230	0	0
Tb09.211.1370	127.1341	142.6709
Tb927.10.15230	73.7726	62.5368
Tb927.10.1780	25.3867	3.1052
Tb10.v4.0042	0	0
Tb927.7.2860	0	0
Tb927.10.16230	0	0
Tb927.4.1340	68.8497	83.0747
Tb09_snoRNA_0008	7.1477	27.3312
Tb09.211.0520	62.9406	46.1002
Tb09.211.4380	66.3969	62.0192
Tb927.8.3340	53.9085	41.3928
Tb927.4.5490	0	0
Tb927.7.5010	76.1787	90.7164
Tb10.v4.0170	0	0
Tb09.211.1680	45.2714	39.7997
Tb927.4.2710	85.8253	97.091
Tb927.5.1810	69.2528	34.7258
Tb927.7.340	14.8512	11.6647
Tb927.7.3440	181.4857	225.7058
Tb927.5.2035	0	0
Tb927.8.2780	76.983	19.6366
Tb927.10.10430	47.7449	41.9275
Tb11.02.4050	177.6842	352.9204
Tb09.211.4970	147.7851	82.8042
Tb927.10.8590	20.2712	21.0622
Tb927.7.4380	19.2464	21.0485
Tb927.8.970	74.7554	33.2294
Tb927.1.1200	65.0463	84.8813
Tb09.160.0220	0	0
Tb927.10.7410	355.4985	641.9497
Tb927.4.5750	0	0
Tb11.01.4210	30.676	37.3128
Tb11.01.3900	24.9302	31.7118
Tb927.8.2670	39.2598	26.1801
Tb09.211.0660	0	0
Tb927.5.2190	0	0
Tb927.8.5260	895.7691	3547.7748
Tb927_09_v4.snoRNA.0031	0	0
Tb927.10.6360	58.2616	62.7187
Tb927.10.13360	123.3279	391.4242
Tb11.02.5150	79.5484	64.4848
Tb927.7.4440	41.4293	31.8491
Tb927.6.1070	33.7792	40.6556
Tb11.01.2860	0	0
Tb09.160.2920	36.9836	68.8702
Tb09.v4.0060	5.2347	5.22
Tb927.5.4180	752.7822	1171.5215
Tb927.10.9390	45.4567	31.3384
Tb927.8.7860	1.9083	0.7749
Tb927.8.850	33.6106	24.7819
Tb927.10.1880	82.3816	104.9414
Tb927.7.5550	45.6932	78.8608
Tb927.1.990	72.7631	39.3151
Tb927.1.4330	109.2136	35.4081
Tb927.6.3120	75.1159	16.1188
Tb11.01.1910	35.1625	73.7952
Tb09.v4.0058	13.6078	11.7663
Tb11.03.0870	37.8131	59.9861
Tb09.160.5420	2.65	0
Tb927.10.12980	43.1465	54.6679
Tb11.v4.0010	0	0
Tb09.244.0130	0	0
Tb927.10.16070	35.3024	25.4559
Tb927.8.2030	180.3576	206.3925
Tb11.02.2960	89.7506	162.7777
Tb927.7.5100	84.1254	106.4275
Tb11.02.4300	165.2857	269.0021
Tb927.6.3080	41.0922	42.2302
Tb927.6.3250	50.3349	59.6127
Tb11.02.5210	38.095	33.7374
Tb927.8.4590	138.0799	88.268
Tb927.2.5700	0	0
Tb927.5.3990	0.669	0.6513
Tb07.30D13.80	0	0
Tb09.211.3450	27.95	16.7187
Tb11.0040	0	0
Tb10.v4.0177	0	0
Tb927_09_v4.snoRNA.0066	0	0
Tb11.02.1260	111.154	89.0923
Tb09.160.5530	73.6746	48.134
Tb927.10.10280	4.1672	3.156
Tb927.4.2590	28.8683	55.2135
Tb927.6.3480	64.8317	18.7621
Tb927.2.4420	43.3497	62.5031
Tb927.7.5250	41.2108	49.8514
Tb09.244.1650	0	0
Tb11.01.8370	27.9161	38.836
Tb927.7.5740	46.7014	28.2084
Tb927.5.3770	0	0
Tb09.v1.0130	2.2102	1.265
Tb927.7.4800	42.6794	61.1798
