Accession	BSF	PCF
Tb09.v4.0119	18.4941	0.1331
Tb11.02.1980	69.0363	90.6965
Tb927.5.1320	33.7911	36.0293
Tb09.v4.0150	40.6917	2.2575
Tb927_10_v4.snoRNA.0045:snoRNA	0	0
Tb10.v4.0136	0.0079	0
Tb927.10.11700	149.0925	131.9912
Tb09.160.4590	62.0684	55.6048
Tb927.6.1610	44.2393	50.557
Tb927.10.8430	1062.4615	1857.8108
Tb927.5.3800	69.4921	225.9488
Tb11.38.0001	0	0
Tb927.1.3600	40.1227	7.6479
Tb927.6.2560	82.0971	100.8841
Tb927.5.3090	176.7207	294.4779
Tb11.15.0008	23.3443	0
Tb927.10.15640	40.0427	33.3454
Tb927.8.3760	31.6435	12.1157
Tb927.7.920	67.5937	45.7391
Tb09.v4.0074	0.1012	0
Tb927.8.7990	13.4792	24.0042
Tb927.7.1140	7.7694	6.6176
Tb927.1.4310	54.277	59.0073
Tb927.2.5120	60.0601	39.3672
Tb927.8.7470	11.9327	11.7553
Tb927.5.2770	73.3455	76.5984
Tb927.10.7500	236.3864	330.5615
Tb11.02.3950	36.2612	15.3328
Tb11.0370	6.5307	2.6941
Tb927.8.1930	35.1465	28.1754
Tb927.4.240	1.7557	1.5183
Tb927.10.11310	97.4908	95.0229
Tb08.27P2.490	0	0
Tb11.57.0087	0.4737	0
Tb11.01.3620	64.4226	63.8938
Tb927.3.2850	19.6548	19.9921
Tb927.10.1940	30.5854	26.2974
Tb927.8.720	83.9415	78.0385
Tb09.211.4000	26.9679	42.2851
Tb927.4.5610	0	0
Tb927.4.3970	19.2337	15.9327
Tb927.8.2040	27.5269	30.9739
Tb09.160.4990	0	0
Tb927.5.3300	78.0465	122.4481
Tb11.02.1565	9.9157	0.1317
Tb05.5K5.420	6.3934	0
Tb11.02.4950	68.5852	95.3324
Tb927.7.7150	33.6839	32.0179
Tb927.3.5180	343.8776	249.767
Tb09.v4.0133	0	0
Tb927.7.810	15.1817	8.9033
Tb927_11_01_v4.snoRNA.0030	0	0
Tb927.3.5590	41.7165	49.3736
Tb09.v4.0123	0	0
Tb927.7.1750	13.2054	11.9159
Tb927.3.260	0	0
Tb11.02.2270	98.3091	46.1908
Tb09.211.2540	169.9701	149.1025
Tb927.5.630	287.0932	33.6419
Tb927.10.830	102.7615	67.6656
Tb927_09_v4.snoRNA.0093	0	0
Tb927.3.2460	51.6916	35.5742
Tb927.8.2863	0	0
Tb11.02.4700	238.3947	340.1855
Tb09_snoRNA_0018	0	0
Tb11.01.3080	46.5022	39.5841
Tb927.6.4930	39.6122	44.0108
Tb09.211.4120	32.753	37.1049
Tb11.01.6250	89.5541	0.4372
Tb11.v4.0018	0	0
Tb927.6.4620	55.1932	53.4179
Tb927.6.1530	85.063	85.5313
Tb927.10.14100	5.9317	2.2767
Tb11.01.0340	57.9784	69.164
Tb927.10.14160	170.4838	13.728
Tb927.5.640	33.4633	25.7716
Tb927.3.1905	14.5321	18.3036
Tb09.v2.0320	0	0
Tb11.02.3330	58.0984	35.3703
Tb11.01.6835	146.5737	147.2177
Tb927.1.4380	51.0799	48.876
Tb09.160.1350	25.6232	7.8654
Tb927.10.12740	71.9069	65.1932
Tb927.3.2310	124.7932	101.0275
Tb09.160.0560	47.8322	50.9654
Tb927.10.10380	64.5985	48.4566
Tb927.10.2220	30.027	40.8972
Tb927.8.6010	34.3162	110.0853
Tb927.10.710	56.8284	46.1496
Tb927.10.10170	52.0927	45.5572
Tb927.3.2260	79.8436	73.1424
Tb927.8.2020	56.4872	77.0219
Tb927.5.4600	1.8184	0.7859
Tb927.10.10060	36.8689	56.2768
Tb927.5.2540	38.2276	40.1422
Tb927.10.16350	0.3151	0
Tb927.6.2180	34.8653	48.7435
Tb927.10.3750	30.5714	12.9201
Tb927.8.500	0	0
Tb927.2.2900	77.1203	47.0097
Tb927.8.2170	36.0327	78.4332
Tb09_snoRNA_0007	0	0
Tb11_snoRNA_0039	14.4068	4.8233
Tb09.160.4660	32.707	50.3469
Tb927.3.580	33.3654	2.692
Tb11.03.0540	26.8586	53.3637
Tb09.v2.0450	0	0
Tb927.3.1380	163.0575	793.489
Tb927.10.14010	87.6963	76.1255
Tb927.5.780	74.8154	71.3378
Tb09.v4.0199	0	0
Tb09.160.5540	11.2957	6.8873
Tb927.8.1210	29.9197	24.0906
Tb927.7.5560	36.6231	51.693
Tb10.v4.0050	0	0
Tb927.2.4870	46.2469	35.1967
Tb09.160.2370	173.9514	89.2324
Tb11.01.8340	29.4893	45.8002
Tb927.1.1830	53.578	26.6791
Tb927.10.7620	49.49	54.8909
Tb09.211.3530	28.4291	46.2457
Tb927.7.4050	53.9798	70.2753
Tb09.160.5180	25.0475	21.6752
Tb927.10.7260	11.6695	11.6352
Tb11.02.1920	40.9049	46.1921
Tb927_09_v4.snoRNA.0067	0	0
Tb927.3.730	48.6764	43.3765
Tb927.10.8080	66.195	57.9976
Tb927.4.500	42.7287	15.4969
Tb11.01.4460	39.425	27.5584
Tb927.7.1530	43.7609	34.8933
Tb11.0820	12.3618	7.3108
Tb927.7.1670	124.64	94.2575
Tb09.160.1700	21.5466	22.4522
Tb927.8.8350	20.004	9.9652
Tb927.4.3060	303.3911	198.2717
Tb11.17.0004	11.5069	7.8517
Tb927.10.13530	154.8256	250.417
Tb927.4.3294	1.8504	0
Tb927.10.2860	30.3888	36.1459
Tb927_09_v4.snoRNA.0055	10.566	30.3973
Tb927.10.4490	0	0
Tb10.v4.0178	0	0
Tb09.211.1350	108.6173	89.0711
Tb11.02.3800	26.3255	26.5281
Tb11.01.4230	12.8302	17.2753
Tb11_snoRNA_0030	0	0
Tb11.14.0017	0	0
Tb927.10.2320	43.5003	45.3623
Tb09.211.3400	75.7396	59.3944
Tb927.3.3890	38.4628	54.8189
Tb927.10.7400	42.3689	44.5496
Tb927.8.5430	38.7234	33.736
Tb927.5.1650	37.0755	42.931
Tb927.10.1970	41.4227	47.2712
Tb927.10.14180	103.803	99.8826
Tb927_10_v4.snoRNA.0038:snoRNA	0	0
Tb09.160.0680	41.3207	34.4622
Tb09.244.2640	31.8841	36.483
Tb11.02.5600	6.628	4.9523
Tb08.27P2.230	0	0
Tb927.3.5600	46.2749	55.1476
Tb927.6.1520	253.29	394.7985
Tb927.3.4393	0	0
Tb11.01.7980	41.9364	89.0155
Tb927.4.890	84.1075	91.8235
Tb09.160.2240	46.4668	51.2585
Tb09.142.0380	90.2098	26.7559
Tb927.10.4010	37.6339	42.1993
Tb927.5.4080	57.1895	56.8026
Tb11.01.2270	19.1178	17.4518
Tb927.10.11950	58.249	46.8628
Tb927.10.14200	69.1616	54.2203
Tb927.1.1760	19.4443	23.0096
Tb927.6.130	5.1687	1.2526
Tb11.02.4205	37.9677	56.8465
Tb11.18.0001	42.9992	63.1442
Tb927.10.5010	97.6121	130.4591
Tb927.3.3480	34.77	36.9641
Tb927.1.3400	59.3344	46.0851
Tb927.2.3660	20.8436	26.2762
Tb927.10.15750	25.416	35.857
Tb927.5.2530	28.721	70.832
Tb09.211.4512	75.1419	30.641
Tb927_11_01_v4.snoRNA.0037	0	0
Tb10.v4.0109	0	0
Tb11.02.2490	113.9639	78.7778
Tb927.4.1100	312.843	353.6624
Tb927.6.1871	0	0
Tb927.6.910	33.3694	35.6764
Tb09.160.3430	11.5689	1.1469
Tb09.244.2110	1.5132	1.4723
Tb927.6.100	4.5257	2.3413
Tb927.8.2856	3.3783	0
Tb927_06_v4.snoRNA.0028	0	0
Tb11.17.0003	82.3157	8.3253
Tb09.160.1590	30.5581	22.9711
Tb927.4.4460	12.2852	4.708
Tb927.4.5130	39.6869	42.6736
Tb927.3.5440	24.9209	34.9612
Tb09.211.0830	35.8321	27.3112
Tb11.02.0880	12.3232	25.7998
Tb927.2.470	32.1446	30.1887
Tb927.8.1720	43.0246	99.4776
Tb09.v4.0041	0.1619	0
Tb927.10.9530	0	0.6555
Tb927.7.3110	51.8315	57.27
Tb11.02.5250	289.2294	229.1248
Tb09.142.0400	0	0
Tb927.6.1990	77.1549	82.6779
Tb927.8.2360	73.4514	66.9854
Tb927.3.1600	111.8057	91.9512
Tb11.01.0330	59.1452	40.8732
Tb11.01.5490	42.2476	29.5558
Tb927.4.5470	0	0
Tb927.5.4810	0	0
Tb927.8.8090	8.8515	7.4728
Tb927.2.4380	46.3249	52.2332
Tb927.6.3570	45.6826	34.4423
Tb927.4.5020	4.1999	4.1747
Tb09.211.2200	36.9189	40.0468
Tb11.02.2150	63.7502	67.0046
Tb927_06_v4.snoRNA.0002	0	0
Tb08.27P2.330	1.913	0
Tb09.244.2840	137.4449	123.709
Tb927.6.1865	0	0
Tb927.3.2380	27.1318	29.9443
Tb927_09_v4.snoRNA.0109	0	0
Tb11.02.1290	75.9448	53.7783
Tb927.1.3560	52.7704	51.846
Tb927.8.1310	36.3359	50.2152
Tb927.5.5000	0	0
Tb09.244.0420	0	0
Tb927.8.2930	7.2983	6.7219
Tb11.47.0015	24.6883	59.0224
Tb11.01.8850	0	0
Tb927.3.4690	37.9577	19.7231
Tb09.v4.0048	0	0
Tb09.142.0390	82.1877	20.3099
Tb11.01.3810	2.9858	2.4635
Tb927.10.6630	63.1999	135.8357
Tb927.5.287b	13.23	14.4426
Tb927.7.5750	36.5238	38.7872
Tb927.4.2340	51.4344	40.2609
Tb927.6.1889	0	0
Tb927.10.10150	34.3402	32.2211
Tb11.01.2400	22.8812	31.2368
Tb10.v4.0098	0	0
Tb08.27P2.270	0	0
Tb927.5.1560	23.5642	42.9475
Tb09.211.4690	84.2094	138.3075
Tb927.8.5110	12.2332	31.9946
Tb927.3.3880	75.3938	110.0901
Tb11.1470	0	0
Tb09.v4.0026	0	0
Tb11.v4.0025	0	0
Tb927.10.960	26.9919	32.0605
Tb927.10.15210	66.7561	63.0523
Tb927.1.2070	4.4857	0
Tb927.10.15790	75.2785	79.5561
Tb11.0060	0	0
Tb11.01.8430	50.6907	56.4813
Tb11.01.6570	36.7963	48.2596
Tb927.1.5300	0.1719	0
Tb927.10.4820	51.1805	45.3087
Tb927.3.1310	22.9892	34.2343
Tb11.02.3110	40.106	39.8498
Tb09.v4.0035	0	0
Tb927.7.2400	103.9209	160.1083
Tb927.10.4720	49.0389	46.0748
Tb09.211.1390	274.5381	134.6702
Tb09.v1.0480	0	0
Tb927.10.2490	61.3534	61.223
Tb927.5.3680	29.3913	31.8422
Tb09.211.4490	0	0
Tb11.01.3805	0	0
Tb08.27P2.60	0	0.6898
Tb09.211.2910	10.1602	13.9504
Tb927.5.288b	127.0694	132.4765
Tb11.02.2510	127.839	109.624
Tb927.2.5540	0.3491	0.8792
Tb927.4.5760	0	0
Tb927.5.2630	30.1563	20.2097
Tb927.4.2560	30.9725	52.3828
Tb11.01.4180	51.3031	46.013
Tb927.10.5480	190.0907	226.1485
Tb10.v4.0041	3.3436	2.3728
Tb927.1.4810	21.6832	30.6986
Tb927.1.3510	44.0674	19.778
Tb927.1.4200	13.8644	16.7544
Tb09.244.2290	0	0
Tb927.3.5710	0	0
Tb927.10.7970	64.5372	51.3985
Tb927.5.570	18.3455	30.8009
Tb927_09_v4.snoRNA.0045	0	0
Tb09.211.4020	48.5691	36.3924
Tb927.6.5060	108.0189	172.3997
Tb927.4.4490	29.5259	44.6766
Tb927.4.2530	849.101	619.8248
Tb927.10.8480	0.3451	0.1558
Tb927.5.860	248.2285	285.425
Tb927.10.7440	32.711	52.1103
Tb927.10.9330	47.2684	49.5219
Tb927.1.5170	32.8509	0.1812
Tb09.160.2110	49.1942	50.1026
Tb927.3.1080	105.3602	94.3687
Tb927.2.1680	0	0
Tb11.53.0001	5.2553	1.0913
Tb09.211.2430	47.6416	61.385
Tb927.4.3250	0	0
Tb927.2.4970	40.863	34.4148
Tb927.3.2830	45.6932	53.1866
Tb927_10_v4.snoRNA.0079:snoRNA	0	0
Tb09.v4.0059	0.7562	0
Tb11.01.7390	26.023	30.8744
Tb11.01.6950	58.1297	42.4801
Tb11.01.2350	27.7968	29.599
Tb927.10.3550	15.7395	21.785
Tb08.27P2.290	0	0
Tb09.160.4160	80.2081	73.2694
Tb927.10.9350	21.1654	24.3755
Tb927.10.15370	40.118	64.2494
Tb07.26A24.210	13.901	15.8991
Tb927.3.1470	0	0
Tb11.02.4860	23.0085	25.5801
Tb927.4.4550	61.4041	136.7054
Tb09_rRNA_5	476.7322	28.08
Tb09.211.3300	171.8085	178.1683
Tb09.244.0780	0	0
Tb927.10.11020	31.7528	54.8106
Tb927.10.13070	26.8319	11.9255
Tb927.8.5300	31.2124	29.9848
Tb09.211.2690	9.0628	6.9518
Tb927.1.3750	0	0
Tb927.4.5680	0	0
Tb927.4.3430	199.9812	205.8578
Tb927.10.10440	30.9299	30.1303
Tb11.02.2780	26.8746	13.7136
Tb927.1.3550	40.8776	16.2128
Tb09.211.0060	89.1609	64.7937
Tb09.160.1660	108.5173	68.5558
Tb09.160.3050	40.9936	29.0883
Tb09.160.3700	8.2958	10.4772
Tb09.211.1280	64.6325	51.1521
Tb09.211.1270	45.7858	42.9853
Tb927.10.11870	74.984	100.9129
Tb11.01.2020	38.4495	42.8322
Tb927.7.7200	18.8992	24.6686
Tb11.v4.0047	0	0
Tb927.8.1760	23.8328	30.2017
Tb927.3.2700	42.2429	47.5183
Tb927.7.6430	39.7928	9.0419
Tb09.211.3940	29.6865	26.4793
Tb927.6.1780	35.8141	51.2269
Tb927.2.5830	34.0024	48.2266
Tb927_10_v4.snoRNA.0028:snoRNA	0	0
Tb11.57.0037	0	0
Tb927.10.6140	74.217	39.7084
Tb927.3.5480	36.1633	32.9404
Tb927.10.11550	30.1523	32.1449
Tb09.160.1810	62.9067	26.9138
Tb927.6.3170	47.9774	36.7095
Tb927.4.2960	47.4464	40.2438
Tb927.3.5850	0	0
Tb09.v1.0350	44.8203	42.3929
Tb927.7.2180	21.6818	17.7895
Tb11.02.2840	97.8586	82.9889
Tb11.02.5740	43.6462	45.5689
Tb09.211.3980	61.8539	72.0846
Tb05.5K5.440	0	0
Tb11.18.0011	41.9604	46.9952
Tb927.1.2690	23.0285	18.5493
Tb927.5.310b	0	0
Tb927.8.140	0	0
Tb09.142.0040	0	0
Tb09.v1.0150	8.1366	5.9909
Tb927.6.5470	0	0
Tb08.27P2.220	0	0
tryp_IXb-6d06.q1c.snoRNA.0012	0	0
Tb927.1.2520	0	0
Tb927.2.4850	179.8045	194.8547
Tb09.v1.0880	0	0
Tb09_SLRNA_0009	0	0
Tb11.03.0700	181.0985	175.8592
Tb927.8.3560	35.6316	59.0114
Tb927.10.10040	16.7856	51.5495
Tb927.6.340	0.2665	0.061
Tb927.4.1950	58.6674	52.4878
Tb927.10.4470	1.6678	0.8154
Tb927.7.7210	62.4022	57.7725
Tb927.8.3640	135.7311	119.7416
Tb927.6.1310	4.0926	1.9775
Tb11.01.3050	68.5139	46.4255
Tb927.6.4840	0	0
Tb07.30D13.110	0	0
Tb927.8.5910	50.8133	16.5512
Tb927.1.3390	75.727	64.6591
Tb11.v4.0052	0	0
Tb09.160.1690	81.1476	49.3311
Tb927.2.4340	81.2542	33.2198
Tb927.10.850	21.7738	38.2161
Tb927.8.2720	54.7294	41.5768
Tb927.8.7360	41.7958	25.7435
Tb09.211.2630	28.5771	18.8554
Tb927_09_v4.snoRNA.0023	0	0
Tb927.2.2200	33.0602	35.7355
Tb927.8.580	33.3354	31.4702
Tb927.7.3840	9.8497	7.3328
Tb927.1.520	1.989	0.5525
Tb09_snoRNA_0096	0	0
Tb927.3.2340	52.3386	57.9036
Tb927.7.6930	29.7945	33.7552
Tb11.01.4360	37.6705	32.6364
Tb11.02.2920	16.3765	46.6733
Tb927.7.6050	3.4003	0.9149
Tb09.160.4080	32.6017	26.1004
Tb927.4.1310	61.6226	45.4508
Tb11.13.0008	0	0
Tb927.10.16470	0	0
Tb10.v4.0060	0	0
Tb927.10.7560	29.4933	41.4573
Tb09.211.2060	211.6074	17.4291
Tb927_09_v4.snoRNA.0012	0	0
Tb11.01.7740	72.2074	100.0151
Tb11.30.0016	0	0
Tb927.7.520	52.3579	39.6178
Tb927.10.8330	60.3373	86.4648
Tb927.3.2600	44.9936	80.34
Tb927.1.3420	18.8912	5.242
Tb927.5.2580	42.764	61.0439
Tb927.1.1980	71.1026	57.5981
Tb927.7.2780	98.5156	86.8794
Tb11.02.4440	174.4052	542.7932
Tb927.8.2410	62.7827	75.0609
Tb11.01.3820	8.2845	1.4551
Tb11.1130	0	0
Tb11.v4.0004	0	0
Tb11.1240	0	0
Tb927.8.2840	36.851	21.1947
Tb927.2.5720	1.971	0.6767
Tb927.4.1890	59.6929	57.9873
Tb927.8.3300	37.2374	62.2492
Tb927.5.480	0.3571	0
Tb927.7.5140	58.153	45.0143
Tb09.v4.0138	0	0
Tb04.3I12.100	76.4159	12.2042
Tb09.v4.0033	0.5857	0
Tb927.6.5130	21.0828	30.6431
Tb927.1.230	8.5017	0.5559
Tb927.3.550	0.7343	0
Tb09.160.0330	11.8321	0
Tb09.211.4450	61.8592	71.8142
Tb927.1.890	98.0892	80.8706
Tb927.8.410	0	0
Tb927.1.2510	0	0
Tb927.10.11170	14.4508	27.5522
Tb927.3.600	47.2638	7.4337
Tb927.1.4970	15.4683	12.5598
Tb927.10.7730	43.1578	33.1807
Tb927.10.13370	89.3488	56.7909
Tb927.10.16090	33.4133	50.5419
Tb927.10.14600	11.311	18.4896
Tb927_08_v4.snoRNA.0033	10.3168	0
Tb09.211.0530	39.0938	48.3406
Tb11.01.3340	38.2209	33.3132
Tb927.8.510	0	0.5724
Tb927.10.5510	41.3014	23.5244
Tb927.8.2070	79.0033	17.0969
Tb11.01.6080	44.8416	36.2475
Tb927.7.6010	0	0
Tb927.10.15510	45.2221	72.2027
Tb927.8.7850	19.6102	23.3342
Tb927.5.4880	0	0
Tb927.2.5870	10.3348	18.8129
Tb11.57.0050	0	0
Tb11.1610	0	0
Tb11.09.0012	0	0
Tb927.10.14790	592.9917	541.7321
Tb927.8.2110	79.7796	56.62
Tb11.03.0950	36.6357	65.9757
Tb11.v4.0061	0	0
Tb09.160.3480	42.9533	44.8598
Tb927.2.490	7.944	4.5803
Tb927.8.5650	39.9334	51.1493
Tb927.6.170	0.7556	0.3672
Tb927.3.2150	34.9272	93.1057
Tb11.01.4320	39.2864	32.8272
Tb11.02.2190	44.0114	43.2605
Tb10.v4.0181	0.529	0
Tb927.8.1740	56.1447	101.5114
Tb09.160.1890	0	0
Tb927.7.2770	47.1265	40.9261
Tb11.01.3570	76.9257	79.3674
Tb927.6.4810	64.4246	44.82
Tb927.6.2980	26.3855	19.1554
Tb927_10_v4.snoRNA.0024:snoRNA	0	0
Tb927.8.1970	35.7149	19.9159
Tb11.0390	98.9827	36.1226
Tb11.01.0930	16.3585	16.3817
Tb11.02.0160	34.5794	29.4666
Tb927.10.2430	33.5186	36.925
Tb11.01.1465	743.0837	1107.224
Tb09.211.2530	50.6974	117.3619
Tb927.10.3090	34.2329	29.2394
Tb11.01.8225	135.7051	309.6145
Tb927.4.3040	45.3041	24.4187
Tb09.160.0620	67.8675	52.2867
Tb11.02.3210	497.0761	594.9098
Tb927.6.4480	81.7286	139.4469
Tb11.01.4060	57.2335	63.6192
Tb09.211.4390	25.4553	43.3202
Tb09_snoRNA_0039	0	0
Tb927.7.1540	74.8321	70.2307
Tb927.7.3720	23.6402	10.4566
Tb927.6.1869	0	0
Tb927.6.700	129.9533	235.8618
Tb927.2.4520	44.901	46.6548
Tb11.02.3520	20.7423	24.7517
Tb11.1460	0	0
Tb927.5.1420	16.3658	1.3618
Tb927.7.3890	59.6003	34.8795
Tb11.03.0840	53.7472	53.8826
Tb927.10.8250	52.1987	54.9204
Tb927.8.6780	97.2989	68.5414
Tb11.01.7480	60.6298	88.4265
Tb09.244.1870	0.1632	0.1496
Tb927.7.1940	0.507	1.0447
Tb927_10_v4.snoRNA.0006:snoRNA	0	0
Tb09.v4.0002	0	0
Tb11.24.0011	0	0
Tb11.1360	0	0
Tb927.5.440	0.8242	7.7158
TB927.5.300b	0	0
Tb11.02.0240	27.7575	37.8221
Tb11.01.1050	27.0458	28.5735
Tb927.5.1380	65.6946	25.8561
Tb927.5.3690	15.3736	38.8517
Tb927.7.4730	52.6411	25.5541
Tb09.244.1880	0	0
Tb927.2.6240	1.5518	0.5127
Tb11.51.0005	1.1414	0
Tb927.10.9220	46.8833	61.6932
Tb927.8.7520	42.1543	49.8768
Tb927.8.7560	22.3888	28.0759
Tb927.3.3050	22.3795	25.7064
Tb09.244.1700	0.8109	0
Tb09.v4.0169	0	0
Tb09_snoRNA_0126	0	0
Tb927.10.13160	38.9373	48.2637
Tb927.4.4940	33.2901	37.6478
Tb927.1.2000	9.995	3.4615
Tb927.10.14750	13.6325	15.2745
Tb927.3.3130	43.0452	89.2921
Tb927.8.600	34.75	22.3925
Tb11.57.0001	81.4275	93.7681
Tb927.10.12220	55.8182	43.4307
Tb11.01.5840	35.0652	46.8099
Tb927.2.1260	3.4023	1.5574
Tb09.160.4690	35.7515	37.7363
Tb927.6.870	21.6272	24.775
Tb927.3.5070	49.6573	55.0323
Tb927.5.2110	80.3247	72.9234
Tb09.211.2970	34.6694	44.1631
Tb927.5.320b	0	0
Tb927.10.16540	0	0
Tb09.211.5015	1.3813	1.8107
Tb11.01.1810	93.4381	88.942
Tb927.8.3820	50.2656	70.3103
Tb927.10.14540	35.2218	50.568
Tb927.10.11450	20.5257	25.4868
tryp_IXb-6d06.q1c.snoRNA.0049	0	0
Tb11.01.7130	24.8483	21.2791
Tb11.01.5420	59.6103	37.0843
Tb09_SLRNA_0002	4.5643	30.6444
Tb09.160.4170	15.2843	12.6311
Tb927.5.1690	56.1247	76.4138
Tb09.211.2680	21.7105	31.3768
Tb927.2.2950	31.1171	55.1284
Tb927.6.4540	28.4311	91.9485
Tb927.10.8350	5.4606	0.884
Tb927.5.4550	0.9641	1.0522
Tb11.01.7960	184.4176	216.9981
Tb11.01.6590	546.1243	404.0437
Tb927.3.780	142.3785	115.523
Tb927.7.2000	0.1152	0
Tb09.v2.0410	0	0
Tb927.6.970	0	0
Tb927.8.8310	76.0861	51.2159
Tb927.7.6850	26.2416	174.5331
Tb927.5.3200	104.8338	57.9955
Tb09.244.1350	0	0
Tb11.01.3690	30.9126	58.7629
Tb927.3.910	45.0009	56.6035
Tb927.8.5810	45.418	55.1147
Tb09.160.4970	2.3934	0
Tb927.7.6000	32.2219	52.4508
Tb09.211.0320	50.155	64.7408
tryp_IXb-6d06.q1c.snoRNA.0009	0	0
Tb927.3.4890	36.2679	7.5119
Tb927.10.12310	43.4363	66.1727
Tb927.10.16170	51.6749	66.8103
Tb927.7.2390	60.1027	80.3675
Tb927.1.1110	16.4784	18.7422
Tb11.44.0010	0	0
Tb927.6.4820	47.6036	33.2438
Tb927.5.270	0	0
Tb11.02.0960	29.3833	21.9244
Tb927.8.4090	0	0
Tb11.02.4250	137.4936	61.291
Tb927.2.560	48.3266	52.2359
Tb08.27P2.580	0.1399	0
Tb09.160.4910	29.7631	22.5586
Tb927.3.2080	82.5502	117.3111
Tb927.5.296b	47.7922	46.4207
Tb927.10.3840	531.3863	772.4768
Tb927.7.6866	0	0
Tb11.01.7560	41.2981	39.5333
Tb927.10.15630	18.0197	12.3511
Tb927.10.12120	36.6591	40.8121
Tb927.8.7400	3.8487	4.0635
Tb927.8.4460	29.304	30.8455
Tb927.5.5220	0	0
Tb927.10.10450	0	0
Tb09.160.2220	61.618	71.8719
Tb09.160.2840	14.4328	25.9872
Tb11.02.4610	44.8603	66.0567
Tb927.10.11390	820.5952	1106.1779
Tb927.6.2680	48.8417	34.9866
Tb927.5.3460	36.2246	35.5371
Tb09.244.1020	0	0
Tb11.0310	0	0
Tb09.211.1230	74.387	60.5037
Tb927.4.4840	1.7424	0.1393
Tb11.02.5790	73.3855	79.8458
Tb927.1.2830	0	0
Tb927.10.2950	23.9927	27.1396
Tb09.160.4850	46.8373	57.7676
Tb11.01.7100	41.1888	50.3874
Tb11.01.5195	107.9363	117.6522
Tb927.7.3090	38.9106	48.2836
Tb927.5.3290	22.025	35.5968
Tb927_10_v4.snoRNA.0075:snoRNA	0	0
Tb09.160.4680	25.2134	32.9404
Tb927.5.430	0	0
Tb927.6.1864	0	3.688
Tb927.7.4260	226.8065	33.1223
Tb09.211.0865	673.6802	1148.1035
Tb11.01.2530	85.616	119.1033
Tb927.7.6240	31.5989	32.5766
Tb05.5K5.470	0.3065	0
Tb927.10.8160	36.2899	31.4077
Tb927.10.15480	100.2134	69.4255
Tb09_snoRNA_0011	0	0
Tb927.4.2740	448.1251	366.785
Tb11.01.0870	54.4229	105.7582
Tb927.2.4800	80.7918	77.5766
Tb927.10.8850	34.2909	48.9151
Tb11.01.5760	44.5138	77.1496
Tb10.v4.0036	0	0
Tb927.5.460	5.0574	2.646
Tb927.3.160	0	0
Tb11.52.0011	38.804	50.0545
Tb927.10.12580	1.2826	1.8347
Tb11.01.2000	167.3354	224.4614
Tb927.10.15120	241.096	503.6387
Tb927.10.9420	32.4991	36.124
Tb927.3.1790	231.0384	552.0755
Tb927.10.14570	41.1915	38.9746
Tb927.7.4870	72.9357	78.7332
Tb927.6.5000	36.1473	33.9838
Tb11.02.5330	43.9128	45.1516
Tb927.5.390b	0	0
Tb11.01.8085	72.5539	87.5857
Tb10.v4.0124	0	0
Tb927.1.5235	0	0
Tb927.7.600	39.5949	44.8495
Tb927.3.1710	64.2054	79.3152
Tb11.02.2420	29.336	23.0672
Tb927.10.4090	56.903	128.5784
Tb10_tRNA_Pro_1:tRNA	0	0
Tb10.v4.0153	0	0.1619
Tb927.6.1470	195.8286	228.6608
Tb927.6.1859	0	0
Tb11.03.0020	71.0539	60.0149
Tb927.2.4140	46.1317	46.2416
Tb09.160.2170	65.3514	61.9341
Tb11.55.0028	17.8917	12.6263
Tb11.01.2510	62.4176	58.3751
Tb08.27P2.670	0	0
Tb927.7.2640	116.9924	530.0028
Tb927.3.3200	58.7667	75.8434
Tb11.01.5870	38.3955	28.5056
Tb09.v1.0540	0	0
Tb927.8.220	0	0
Tb09_snoRNA_0066	0	0
Tb927.4.800	29.9131	39.0254
Tb927.7.7000	35.0912	31.7221
Tb927.3.4420	44.751	18.8747
Tb927.3.3850	27.6455	29.4164
Tb09.244.1750	0.1752	0
Tb927_09_v4.snoRNA.0115	0	0
Tb11.01.6140	42.9259	12.2323
Tb927.2.940	5.7178	3.3386
Tb927.10.2800	89.8719	99.7845
Tb927.10.4410	0.5197	0.5655
Tb11.01.2440	24.6144	30.3129
Tb927.4.360	144.2269	94.2459
Tb927.3.4980	60.7484	75.2881
Tb927.7.6400	109.7627	75.9464
Tb927.3.230	0	0
Tb927.8.4290	28.4725	36.6477
Tb11.03.0350	49.7432	85.186
Tb927_10_v4.snoRNA.0002:snoRNA	0	0
Tb10.v4.0161	0	0
Tb09.160.1080	0	0.5408
Tb927.3.2140	70.5242	71.7414
Tb11.55.0009	398.9948	516.5953
Tb09.211.4420	34.2836	25.3118
Tb09.160.1870	0	0
Tb927.4.4420	8.3625	4.7952
Tb927.10.12850	560.4639	621.3741
Tb927.8.7460	47.7076	65.4965
Tb927.10.10400	45.1268	35.5872
Tb11.01.4650	46.4868	78.5231
Tb927.10.650	71.9981	67.24
Tb09.v1.0630	74.6788	30.225
Tb927.1.4260	14.7586	4.8748
Tb09.v4.0039	0	0
Tb927.10.10670	46.6434	26.78
Tb927.5.5320	0	0
Tb927.4.3140	55.9321	43.1706
Tb927.3.2890	54.4629	55.451
Tb927.1.2200	22.0896	6.8104
Tb927.10.480	34.8579	22.3911
Tb11.03.0730	32.839	33.933
Tb927.7.5710	34.6627	43.2674
Tb927.10.13210	37.7498	46.8188
Tb09.160.1770	5.2453	7.7398
